Date,Open,High,Low,Close,Volume
2022-01-03T09:15:00+05:30,953.400000,953.400000,938.650000,942.650000,29250
2022-01-03T09:30:00+05:30,942.650000,944.150000,942.300000,943.650000,7800
2022-01-03T09:45:00+05:30,943.650000,943.650000,936.650000,938.000000,13000
2022-01-03T10:00:00+05:30,938.000000,940.650000,938.000000,940.650000,2600
2022-01-03T10:15:00+05:30,940.650000,940.650000,940.550000,940.550000,1300
2022-01-03T10:30:00+05:30,940.550000,940.550000,935.750000,935.750000,1950
2022-01-03T10:45:00+05:30,935.750000,937.800000,935.750000,937.800000,1950
2022-01-03T11:00:00+05:30,937.800000,937.800000,937.000000,937.050000,1300
2022-01-03T11:15:00+05:30,937.050000,937.050000,933.200000,935.300000,12350
2022-01-03T11:30:00+05:30,935.300000,937.100000,935.300000,937.100000,3250
2022-01-03T11:45:00+05:30,937.100000,937.700000,936.800000,936.800000,1950
2022-01-03T12:00:00+05:30,936.800000,936.800000,936.550000,936.700000,1300
2022-01-03T12:15:00+05:30,936.700000,936.700000,935.200000,935.200000,650
2022-01-03T12:30:00+05:30,935.200000,935.200000,935.200000,935.200000,0
2022-01-03T12:45:00+05:30,935.200000,937.150000,935.200000,936.500000,1950
2022-01-03T13:00:00+05:30,936.500000,936.500000,934.000000,935.000000,5200
2022-01-03T13:15:00+05:30,935.000000,936.650000,935.000000,936.650000,650
2022-01-03T13:30:00+05:30,937.750000,937.900000,937.400000,937.900000,3250
2022-01-03T13:45:00+05:30,937.900000,937.900000,935.850000,935.850000,2600
2022-01-03T14:00:00+05:30,935.850000,938.100000,935.850000,938.100000,650
2022-01-03T14:15:00+05:30,938.100000,938.100000,937.000000,937.800000,1300
2022-01-03T14:30:00+05:30,937.800000,937.800000,937.000000,937.000000,650
2022-01-03T14:45:00+05:30,937.000000,937.000000,935.000000,935.000000,1950
2022-01-03T15:00:00+05:30,935.000000,935.000000,935.000000,935.000000,0
2022-01-03T15:15:00+05:30,935.000000,939.500000,935.000000,939.500000,5850
