Date,Open,High,Low,Close,Volume
2021-12-01T09:15:00+05:30,889.000000,923.200000,889.000000,923.200000,81000
2021-12-01T09:30:00+05:30,923.200000,924.000000,917.000000,917.500000,36000
2021-12-01T09:45:00+05:30,916.250000,919.000000,915.000000,918.350000,22500
2021-12-01T10:00:00+05:30,918.350000,926.000000,918.350000,921.000000,22500
2021-12-01T10:15:00+05:30,921.000000,925.000000,919.600000,924.450000,8100
2021-12-01T10:30:00+05:30,924.450000,934.000000,924.450000,934.000000,28800
2021-12-01T10:45:00+05:30,934.000000,936.000000,932.000000,932.850000,26100
2021-12-01T11:00:00+05:30,932.650000,938.150000,932.350000,937.500000,18000
2021-12-01T11:15:00+05:30,937.500000,939.500000,936.750000,936.750000,12600
2021-12-01T11:30:00+05:30,936.750000,938.000000,934.600000,938.000000,3600
2021-12-01T11:45:00+05:30,938.000000,940.200000,938.000000,940.200000,5400
2021-12-01T12:00:00+05:30,940.200000,940.200000,939.000000,939.000000,5400
2021-12-01T12:15:00+05:30,939.000000,939.000000,934.600000,937.150000,5400
2021-12-01T12:30:00+05:30,937.150000,937.150000,934.550000,936.750000,2700
2021-12-01T12:45:00+05:30,936.750000,938.350000,936.750000,938.350000,1800
2021-12-01T13:00:00+05:30,938.350000,938.350000,937.700000,937.700000,900
2021-12-01T13:15:00+05:30,937.700000,937.700000,936.000000,936.000000,900
2021-12-01T13:30:00+05:30,936.000000,936.000000,931.000000,931.000000,12600
2021-12-01T13:45:00+05:30,931.000000,931.000000,929.500000,931.000000,3600
2021-12-01T14:00:00+05:30,931.000000,931.000000,931.000000,931.000000,0
2021-12-01T14:15:00+05:30,930.350000,934.550000,927.000000,934.550000,22500
2021-12-01T14:30:00+05:30,934.550000,936.500000,933.450000,936.200000,7200
2021-12-01T14:45:00+05:30,936.200000,939.900000,936.200000,938.000000,11700
2021-12-01T15:00:00+05:30,938.000000,943.150000,938.000000,938.950000,18000
2021-12-01T15:15:00+05:30,938.950000,941.150000,936.400000,941.150000,33300
