Date,Open,High,Low,Close,Volume
2022-01-03T09:15:00+05:30,4960.000000,4967.500000,4938.150000,4938.150000,300
2022-01-03T09:30:00+05:30,4938.150000,4995.000000,4938.150000,4983.350000,1200
2022-01-03T09:45:00+05:30,4986.600000,4986.600000,4960.000000,4960.000000,1350
2022-01-03T10:00:00+05:30,4960.000000,4960.000000,4954.000000,4954.000000,600
2022-01-03T10:15:00+05:30,4954.000000,4954.000000,4954.000000,4954.000000,0
2022-01-03T10:30:00+05:30,4954.000000,4954.000000,4954.000000,4954.000000,0
2022-01-03T10:45:00+05:30,4954.000000,4961.350000,4950.000000,4950.000000,1200
2022-01-03T11:00:00+05:30,4950.000000,4950.000000,4941.850000,4941.850000,150
2022-01-03T11:15:00+05:30,4941.850000,4941.850000,4941.850000,4941.850000,0
2022-01-03T11:30:00+05:30,4941.850000,4941.850000,4941.850000,4941.850000,0
2022-01-03T11:45:00+05:30,4941.850000,4941.850000,4940.750000,4940.750000,150
2022-01-03T12:00:00+05:30,4940.750000,4940.750000,4854.100000,4890.850000,3450
2022-01-03T12:15:00+05:30,4890.850000,4905.000000,4890.850000,4905.000000,150
2022-01-03T12:30:00+05:30,4905.000000,4905.000000,4905.000000,4905.000000,0
2022-01-03T12:45:00+05:30,4905.000000,4907.750000,4905.000000,4907.750000,150
2022-01-03T13:00:00+05:30,4907.750000,4918.300000,4907.750000,4918.300000,600
2022-01-03T13:15:00+05:30,4918.300000,4918.300000,4913.700000,4913.700000,150
2022-01-03T13:30:00+05:30,4913.700000,4913.700000,4896.850000,4896.850000,150
2022-01-03T13:45:00+05:30,4896.850000,4897.000000,4891.650000,4891.650000,450
2022-01-03T14:00:00+05:30,4891.650000,4891.650000,4887.900000,4887.900000,300
2022-01-03T14:15:00+05:30,4887.900000,4890.300000,4887.900000,4890.300000,150
2022-01-03T14:30:00+05:30,4890.300000,4892.000000,4890.300000,4892.000000,150
2022-01-03T14:45:00+05:30,4892.000000,4902.000000,4892.000000,4902.000000,150
2022-01-03T15:00:00+05:30,4902.000000,4902.000000,4900.000000,4900.000000,150
2022-01-03T15:15:00+05:30,4900.000000,4900.000000,4884.900000,4890.000000,1350
2022-01-04T09:30:00+05:30,4857.600000,4857.600000,4857.600000,4857.600000,150
2022-01-04T09:45:00+05:30,4857.600000,4857.600000,4857.600000,4857.600000,0
2022-01-04T10:00:00+05:30,4857.600000,4872.300000,4857.600000,4872.300000,900
2022-01-04T10:15:00+05:30,4872.300000,4872.300000,4872.300000,4872.300000,0
2022-01-04T10:30:00+05:30,4872.300000,4872.300000,4872.300000,4872.300000,0
2022-01-04T10:45:00+05:30,4872.300000,4879.100000,4872.300000,4879.100000,150
2022-01-04T11:00:00+05:30,4879.100000,4879.100000,4873.650000,4873.650000,150
2022-01-04T11:15:00+05:30,4873.650000,4873.650000,4860.950000,4860.950000,150
2022-01-04T11:30:00+05:30,4860.950000,4860.950000,4860.950000,4860.950000,0
2022-01-04T11:45:00+05:30,4860.950000,4871.200000,4860.950000,4871.200000,150
2022-01-04T12:00:00+05:30,4871.200000,4871.200000,4852.150000,4852.150000,900
2022-01-04T12:15:00+05:30,4852.150000,4852.150000,4852.150000,4852.150000,0
2022-01-04T12:30:00+05:30,4852.150000,4852.150000,4852.150000,4852.150000,0
2022-01-04T12:45:00+05:30,4852.150000,4873.650000,4852.150000,4873.650000,150
2022-01-04T13:00:00+05:30,4873.650000,4873.650000,4873.650000,4873.650000,0
2022-01-04T13:15:00+05:30,4873.650000,4873.650000,4873.650000,4873.650000,0
2022-01-04T13:30:00+05:30,4873.650000,4873.650000,4851.000000,4851.000000,150
2022-01-04T13:45:00+05:30,4851.000000,4851.000000,4851.000000,4851.000000,0
2022-01-04T14:00:00+05:30,4851.000000,4851.000000,4851.000000,4851.000000,0
2022-01-04T14:15:00+05:30,4851.000000,4865.000000,4851.000000,4865.000000,0
2022-01-04T14:30:00+05:30,4865.000000,4865.000000,4860.000000,4860.000000,150
2022-01-04T14:45:00+05:30,4860.000000,4860.000000,4847.600000,4847.600000,600
2022-01-04T15:00:00+05:30,4847.600000,4875.250000,4847.600000,4868.900000,1050
2022-01-04T15:15:00+05:30,4868.900000,4869.150000,4850.900000,4869.150000,600
2022-01-05T09:15:00+05:30,4818.550000,4818.550000,4818.550000,4818.550000,0
2022-01-05T09:30:00+05:30,4818.550000,4818.550000,4770.000000,4795.000000,450
2022-01-05T09:45:00+05:30,4795.000000,4801.650000,4795.000000,4801.650000,150
2022-01-05T10:00:00+05:30,4801.650000,4801.650000,4794.150000,4794.300000,450
2022-01-05T10:15:00+05:30,4794.300000,4794.300000,4794.300000,4794.300000,0
2022-01-05T10:30:00+05:30,4794.300000,4794.300000,4765.000000,4765.000000,150
2022-01-05T10:45:00+05:30,4765.000000,4765.000000,4751.650000,4751.650000,750
2022-01-05T11:00:00+05:30,4751.650000,4751.650000,4703.150000,4703.150000,900
2022-01-05T11:15:00+05:30,4703.150000,4736.100000,4701.550000,4736.100000,450
2022-01-05T11:30:00+05:30,4736.100000,4745.800000,4736.100000,4745.800000,600
2022-01-05T11:45:00+05:30,4745.800000,4750.000000,4734.550000,4750.000000,300
2022-01-05T12:00:00+05:30,4750.000000,4774.500000,4750.000000,4754.800000,300
2022-01-05T12:15:00+05:30,4754.800000,4755.900000,4752.500000,4752.500000,1200
2022-01-05T12:30:00+05:30,4752.500000,4752.500000,4752.500000,4752.500000,0
2022-01-05T12:45:00+05:30,4752.500000,4752.500000,4731.450000,4740.050000,450
2022-01-05T13:00:00+05:30,4740.050000,4753.900000,4740.050000,4742.000000,450
2022-01-05T13:15:00+05:30,4742.000000,4742.000000,4719.350000,4732.300000,1350
2022-01-05T13:30:00+05:30,4732.300000,4732.300000,4727.800000,4727.800000,150
2022-01-05T13:45:00+05:30,4727.800000,4753.500000,4727.800000,4737.400000,1200
2022-01-05T14:00:00+05:30,4737.400000,4737.400000,4725.400000,4725.400000,150
2022-01-05T14:15:00+05:30,4725.400000,4725.400000,4725.400000,4725.400000,0
2022-01-05T14:30:00+05:30,4725.400000,4729.000000,4715.050000,4715.050000,900
2022-01-05T14:45:00+05:30,4715.050000,4715.050000,4707.150000,4707.150000,600
2022-01-05T15:00:00+05:30,4707.150000,4714.150000,4702.700000,4702.700000,900
2022-01-05T15:15:00+05:30,4702.700000,4704.650000,4700.050000,4700.050000,1800
2022-01-06T09:15:00+05:30,4675.000000,4675.000000,4597.700000,4608.750000,900
2022-01-06T09:30:00+05:30,4608.750000,4608.750000,4560.000000,4560.000000,1050
2022-01-06T09:45:00+05:30,4560.000000,4560.000000,4560.000000,4560.000000,0
2022-01-06T10:00:00+05:30,4560.000000,4610.650000,4560.000000,4586.300000,300
2022-01-06T10:15:00+05:30,4586.300000,4586.300000,4573.450000,4573.450000,150
2022-01-06T10:30:00+05:30,4573.450000,4579.700000,4573.250000,4579.700000,900
2022-01-06T10:45:00+05:30,4579.700000,4579.700000,4566.200000,4569.450000,1200
2022-01-06T11:00:00+05:30,4569.450000,4586.450000,4569.450000,4586.450000,450
2022-01-06T11:15:00+05:30,4586.450000,4586.450000,4586.450000,4586.450000,0
2022-01-06T11:30:00+05:30,4586.450000,4586.450000,4571.600000,4571.600000,450
2022-01-06T11:45:00+05:30,4571.600000,4571.600000,4566.800000,4566.800000,300
2022-01-06T12:00:00+05:30,4560.000000,4560.000000,4550.000000,4555.000000,450
2022-01-06T12:15:00+05:30,4555.000000,4563.450000,4555.000000,4563.450000,150
2022-01-06T12:30:00+05:30,4563.450000,4563.450000,4560.100000,4560.100000,300
2022-01-06T12:45:00+05:30,4560.100000,4577.100000,4560.100000,4577.100000,0
2022-01-06T13:00:00+05:30,4577.100000,4579.450000,4577.100000,4579.000000,300
2022-01-06T13:15:00+05:30,4579.000000,4579.000000,4574.650000,4578.150000,450
