Sym,LotSize,Start,End,Expiry,StopLoss15,StopLoss30
NIFTY22JANFUT,50,2021-12-24,2022-01-26,2022-01-25,120,155
NIFTY22FEBFUT,50,2022-01-26,2022-02-25,2022-02-24,120,155
NIFTY22MARFUT,50,2022-02-25,2022-03-31T14:00:00,2022-03-31,120,155
NIFTY22APRFUT,50,2022-03-31T14:00:00,2022-04-27T09:15:00,2022-04-28,120,155
NIFTY22MAYFUT,50,2022-04-27T09:15:00,2022-05-25T09:15:00,2022-05-27,120,155
NIFTY22JUNFUT,50,2022-05-25T09:15:00,2022-06-28T09:15:00,2022-06-30,120,155
NIFTY22JULFUT,50,2022-06-28T09:15:00,2022-07-26T09:15:00,2022-07-28,120,155
NIFTY22AUGFUT,50,2022-07-26T09:15:00,2022-08-23T09:30:00,2022-08-25,120,155
NIFTY22SEPFUT,50,2022-08-23T09:30:00,2022-09-29,2022-09-29,120,155
